Model,Year,Category,Rating,Displacement,Engine type,Power,Torque,Compression,Bore x stroke,Fuel system,Fuel control,Ignition,Cooling system,Gearbox,Transmission type,Frame type,Front suspension,Rear suspension,Front tire,Rear tire,Front brakes,Diameter,Rear brakes,"Weight incl. oil, gas, etc",Seat height,Overall height,Overall length,Overall width,Ground clearance,Wheelbase,Fuel capacity,Reserve fuel capacity,Color options,Starter,Clutch,Dry weight,Comments,Fuel consumption,Greenhouse gases,Power/weight ratio,Lubrication system,Exhaust system,Top speed,Valves per cylinder,Front wheel travel,Rear wheel travel,Rake (fork angle),Trail,0-100 km/h (0-62 mph),Alternate seat height,Oil capacity,Engine details,Driveline,Wheels,Seat,Modifications compared to previous model,Max RPM,Front percentage of weight,Electrical,Engine oil,Oil filter,Brake fluid,Coolant,Battery,Spark plugs,Idle speed,Chain size,Chain links,Sprockets,Rear percentage of weight,Emission details,Factory warranty,Tire pressure front,Tire pressure rear,Fork tube size
AJS Regal-Raptor DD125 MK2,2010,Custom / cruiser," 3.0  See the detailed rating of design and look, maintenance cost, engine performance, etc. Compare with any other bike.",124.6 ccm (7.60 cubic inches),"Twin, four-stroke",11.0 HP (8.0  kW)) @ 9500 RPM,,,44.0 x 40.0 mm (1.7 x 1.6 inches),Carburettor,,Coil CDI,Liquid,5-speed,Chain   (final drive),,Telescopic fork,Twin oil damped adjustable shocks,90/90-18 ,130/90-15 ,Single disc,,Expanding brake (drum brake),,"700 mm (27.6 inches) If adjustable, lowest setting.",,,,,1500 mm (59.1 inches),14.00 litres (3.70 US gallons),,"Black, gray",Electric,"Wet, multiplate",145.0 kg (319.7 pounds),UK brand.,,,0.0759 HP/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fantic Caballero Regolarita Competizione Racing 50,2010,Enduro / offroad," 3.8  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",48.9 ccm (2.98 cubic inches),"Single cylinder, two-stroke",,,,40.0 x 39.0 mm (1.6 x 1.5 inches),Carburettor. Dell´Orto 26,,,Air,6-speed,Chain   (final drive),,Marzocchi Shiver 45mm,Monoshocks Sachs,90/90-21 ,120/90-18 ,Single disc. Wave,220 mm (8.7 inches),Single disc. Wave,,"940 mm (37.0 inches) If adjustable, lowest setting.",,2060 mm (81.1 inches),780 mm (30.7 inches),,1400 mm (55.1 inches),7.50 litres (1.98 US gallons),,,Electric & kick,,82.0 kg (180.8 pounds),Minarelli engine. Euro 2. Fantic Motor is an Italian brand.,,,,Separate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garelli Flexi 50,2010,Scooter,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,49.5 ccm (3.02 cubic inches),"Single cylinder, four-stroke",3.0 HP (2.2  kW)) @ 7500 RPM,2.6 Nm (0.3 kgf-m or 1.9 ft.lbs) @ 4500 RPM,10.0:1,,Carburettor,,C.D.I.,Air,Automatic,Belt   (final drive),,Telecopic fork,Spring shock absorber,110/70-12 ,110/70-12 ,Single disc,170 mm (6.7 inches),Expanding brake (drum brake),,"740 mm (29.1 inches) If adjustable, lowest setting.",1100 mm (43.3 inches),1700 mm (66.9 inches),650 mm (25.6 inches),,1180 mm (46.5 inches),5.50 litres (1.45 US gallons),,"Grey, white, beige",Electric & kick,,82.0 kg (180.8 pounds),Italian brand.,,,0.0360 HP/kg,,Euro 2,,,,,,,,,0.80 litres (0.85 US quarts),,,,,,,,,,,,,,,,,,,,,,,,
HM Cota Repsol,2010,Trial,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,249.1 ccm (15.20 cubic inches),"Single cylinder, four-stroke",,,10.5:1,76.5 x 54.2 mm (3.0 x 2.1 inches),Injection. PGM-FI,Single Overhead Cams (SOHC),CDI,Liquid,5-speed,Chain   (final drive),,,,2.75-21 ,4.00-18 ,Single disc,150 mm (5.9 inches),Single disc,,"650 mm (25.6 inches) If adjustable, lowest setting.",1140 mm (44.9 inches),2016 mm (79.4 inches),830 mm (32.7 inches),335 mm (13.2 inches),1321 mm (52.0 inches),2.00 litres (0.53 US gallons),,Black/orange,Electric & kick,Mulitplate in oil bath,73.8 kg (162.7 pounds),HM is an abbreviation of Honda Montesa in Italy.,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megelli Supermoto 125M,2010,Super motard," 3.3  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",124.1 ccm (7.57 cubic inches),"Single cylinder, two-stroke",11.0 HP (8.0  kW)) @ 8500 RPM,9.0 Nm (0.9 kgf-m or 6.6 ft.lbs) @ 7500 RPM,10.0:1,56.5 x 49.5 mm (2.2 x 1.9 inches),Carburettor. Mikuni,Single Overhead Cams (SOHC),C.D.I,,5-speed,Chain   (final drive),A12 Multi Twin Spar Trellis,Conventional fork,Fast Ace,100/70-17 ,130/70-17 ,Single disc,,Single disc,,,,,,,1400 mm (55.1 inches),,,"Red/black, black/red, yellow/black",Electric,"Wet, multiplate",110.0 kg (242.5 pounds),,,,0.1000 HP/kg,Forced  and  Wet Sump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rieju NKD 125  ,2010,Naked bike,Do you know this bike?Click here to rate it. We miss 1 vote to show the rating.,125.0 ccm (7.63 cubic inches),"Single cylinder, four-stroke",,,,54.0 x 54.0 mm (2.1 x 2.1 inches),Carburettor. Mikuni VM20SS,,,Air,5-speed,Chain   (final drive),Triangular double cradle double steel tube,Paioli fork of Ø36mm.,Mono-shock shock absorber,100/80-17 ,130/80-17 ,Single disc,220 mm (8.7 inches),Single disc,,"800 mm (31.5 inches) If adjustable, lowest setting.",1060 mm (41.7 inches),1900 mm (74.8 inches),620 mm (24.4 inches),,1300 mm (51.2 inches),10.40 litres (2.75 US gallons),,"Black, red, blue, silver.",Electric & kick,,103.9 kg (229.1 pounds),,,,,,Exhaust pipe with stainless steel silencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamaha YFZ450X Bill Ballance Edition,2010,ATV," 3.8  Check out the detailed rating of reliability, maintenance costs, value for money, etc. Compare with any other motorcycle.",449.0 ccm (27.40 cubic inches),"Single cylinder, four-stroke",,,11.6:1,95.0 x 63.4 mm (3.7 x 2.5 inches),"Injection. Yamaha Fuel Injection (YFI) , 42mm",Double Overhead Cams/Twin Cam (DOHC),Digital TCI: Transistor Controlled Ignition,Liquid,5-speed,Chain   (final drive),,"Independent double wishbone, w/Kashima coated piggyback shocks, High/Low speed compression, rebound and threaded preload adjustment, 9.4-in travel","Cast aluminum swingarm w/piggyback High/Low speed compression, rebound and threaded preload adjustment, 11.0-in travel",21/7-AT10 ,20/10-AT9 ,Double disc,,Single disc,181.4 kg (400.0 pounds),"810 mm (31.9 inches) If adjustable, lowest setting.",,1796 mm (70.7 inches),1171 mm (46.1 inches),114 mm (4.5 inches),1270 mm (50.0 inches),9.84 litres (2.60 US gallons),,Blue,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vespa LXV 150,2010,Scooter,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,150.0 ccm (9.15 cubic inches),"Single cylinder, four-stroke",11.7 HP (8.5  kW)) @ 7750 RPM,11.5 Nm (1.2 kgf-m or 8.5 ft.lbs) @ 6000 RPM,,62.5 x 48.5 mm (2.5 x 1.9 inches),Injection,Single Overhead Cams (SOHC),,Air,Automatic,Belt   (final drive),,Single arm with helical spring and dual effect hydraulic single shock absorber,Coil spring and dual effect single shock absorber,110/70-11 ,120/70-10 ,Single disc,110 mm (4.3 inches),Expanding brake (drum brake),,"785 mm (30.9 inches) If adjustable, lowest setting.",,1801 mm (70.9 inches),737 mm (29.0 inches),,1280 mm (50.4 inches),,,"Portfino green, Sienna ivory",Electric & kick,Dry,110.0 kg (242.5 pounds),,,,0.1060 HP/kg,"Wet sump, 850cc capacity; chain-driven lobe pump; intake and delivery filters",,95.0 km/h (59.0 mph),2,,,,,,,0.80 litres (0.85 US quarts),,,,,,,,,,,,,,,,,,,,,,,,
Peugeot Elystar 50 Advantage,2010,Scooter," 3.1  View the detailed rating of value for money, design and look, reliability, etc. Compare with any other bike.",49.1 ccm (3.00 cubic inches),"Single cylinder, two-stroke",,,,,Carburettor,,,Air,Automatic,,,"Telescopic fork, 32 mm",Hydraulic shock,120/70-12 ,120/70-12 ,Single disc,180 mm (7.1 inches),Single disc,,"825 mm (32.5 inches) If adjustable, lowest setting.",,1900 mm (74.8 inches),720 mm (28.3 inches),,1360 mm (53.5 inches),9.00 litres (2.38 US gallons),,"White, gray, black",Electric & kick,Centrifugal automatic,95.0 kg (209.4 pounds),,,,,,Euro 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW F 800 S,2010,Allround," 3.3  Check out the detailed rating of reliability, maintenance costs, value for money, etc. Compare with any other motorcycle.",798.0 ccm (48.69 cubic inches),"Twin, four-stroke",83.8 HP (61.2  kW)) @ 8000 RPM,86.0 Nm (8.8 kgf-m or 63.4 ft.lbs) @ 5800 RPM,12.0:1,82.0 x 75.6 mm (3.2 x 3.0 inches),Injection. Electronic intake pipe injection / digital engine management (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Liquid,6-speed,Belt   (final drive),"Bridge-type aluminium frame, load-bearing engine","Telescopic fork, Ã˜ 43 mm","Cast aluminium single-sided swing arm with eccentric adjustment for rear axle, central spring strut, spring pre-load hydraulically adjustable (continuously variable) at handwheel, rebound damping adjustable",120/70-ZR17 ,180/55-ZR17 ,Double disc,265 mm (10.4 inches),Single disc,204.0 kg (449.7 pounds),"820 mm (32.3 inches) If adjustable, lowest setting.",1155 mm (45.5 inches),2082 mm (82.0 inches),860 mm (33.9 inches),,1466 mm (57.7 inches),16.00 litres (4.23 US gallons),4.00 litres (1.06 US gallons),"White, red",Electric,"Multiple-disc clutch in oil bath, mechanically operated",182.0 kg (401.2 pounds),,3.40 litres/100 km (29.4 km/l or 69.18 mpg),78.9 CO2 g/km. (CO2 - Carbon dioxide emission) ,0.4605 HP/kg,,"Closed-loop 3-way catalytic converter, emission standard EU-3",,4,140 mm (5.5 inches),140 mm (5.5 inches),25.8°,95 mm (3.7 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda CRF80F,2010,Cross / motocross," 2.6  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",80.0 ccm (4.88 cubic inches),"Single cylinder, four-stroke",,,9.7:1,47.5 x 45.0 mm (1.9 x 1.8 inches),Carburettor. 20mm piston-valve carburator,Single Overhead Cams (SOHC),CD,Air,5-speed,Chain   (final drive),,27.0mm leading-axle Showa fork,Pro-Link Showa single shock,2.50-16 ,3.60-14 ,Expanding brake (drum brake),,Expanding brake (drum brake),73.9 kg (163.0 pounds),"734 mm (28.9 inches) If adjustable, lowest setting.",,,,218 mm (8.6 inches),1209 mm (47.6 inches),4.92 litres (1.30 US gallons),,Red,Electric & kick,,,Model ID: CRF80F,,,,,,,,140 mm (5.5 inches),109 mm (4.3 inches),28.0°,74 mm (2.9 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,
Can-Am Spyder RT,2010,Touring," 2.9  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",998.0 ccm (60.90 cubic inches),"V2, four-stroke",100.0 HP (73.0  kW)) @ 7500 RPM,104.0 Nm (10.6 kgf-m or 76.7 ft.lbs) @ 5000 RPM,12.2:1,97.0 x 68.0 mm (3.8 x 2.7 inches),Injection. Multi-point EFI with 51 mm diameter throttle bodies,Double Overhead Cams/Twin Cam (DOHC),,Liquid,5-speed,Belt   (final drive),,Double A-Arm with anti-roll bar. Gas shocks with 5-position.,Pneumatic adjustable preload,165/65-R14 ,225/50-R15 ,"Double disc. EBD, ABS. 4 piston calipers. Foot-actuated, fully integrated hydraulic 3-wheel braking system.",250 mm (9.8 inches),"Single disc. EBD, ABS",,"772 mm (30.4 inches) If adjustable, lowest setting.",,2667 mm (105.0 inches),,115 mm (4.5 inches),1708 mm (67.2 inches),25.00 litres (6.61 US gallons),,Full moon silver.,Electric,"Wet, multi-plate",421.0 kg (928.1 pounds),Three wheel bike.,,,0.2375 HP/kg,Lubrication 5W40 Semi-Synthetic oil (summer grade),Exhaust system 2-into-1 with catalytic converter,,4,151 mm (5.9 inches),145 mm (5.7 inches),,,,,3.90 litres (4.12 US quarts),,,,,,,,,,,,,,,,,,,,,,,,
Dafier WX2 50,2010,Scooter,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,49.9 ccm (3.04 cubic inches),"Single cylinder, four-stroke",3.8 HP (2.7  kW)) @ 8000 RPM,,10.1:1,39.0 x 41.5 mm (1.5 x 1.6 inches),,,CDI,Air,Automatic,,,,,120/70-12 ,130/70-12 ,Single disc,,Expanding brake (drum brake),,,1131 mm (44.5 inches),1839 mm (72.4 inches),664 mm (26.1 inches),170 mm (6.7 inches),1310 mm (51.6 inches),4.50 litres (1.19 US gallons),,"Black, blue",Electric & kick,,78.0 kg (172.0 pounds),Dafier is a Chinese brand.,2.00 litres/100 km (50.0 km/l or 117.61 mpg),46.4 CO2 g/km. (CO2 - Carbon dioxide emission) ,0.0481 HP/kg,,,45.0 km/h (28.0 mph),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qlink Siena 150,2010,Scooter," 2.6  View the detailed rating of value for money, design and look, reliability, etc. Compare with any other bike.",149.6 ccm (9.13 cubic inches),"Single cylinder, four-stroke",8.4 HP (6.1  kW)),9.0 Nm (0.9 kgf-m or 6.6 ft.lbs) @ 5000 RPM,9.5:1,57.8 x 57.4 mm (2.3 x 2.3 inches),Carburettor. PD24JV,,CDI,Air,Automatic,,,Hydraulic fork,Hydraulic shocks,120/70-12 ,120/70-12 ,Single disc,,Single disc,,"752 mm (29.6 inches) If adjustable, lowest setting.",1130 mm (44.5 inches),,,119 mm (4.7 inches),1288 mm (50.7 inches),5.29 litres (1.40 US gallons),,"Black, light blue, pink, white",Electric & kick,,100.7 kg (222.0 pounds),,,,0.0834 HP/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Bear Choppers Merc Softail 100 Smooth Carb,2010,Custom / cruiser,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,1638.8 ccm (100.00 cubic inches),"V2, four-stroke",95.0 HP (69.3  kW)),149.2 Nm (15.2 kgf-m or 110.0 ft.lbs),,101.6 x 101.6 mm (4.0 x 4.0 inches),Carburettor. S and S Super E Carburetor,,S and S,,5-speed,Chain   (final drive),BBC Merc Rigid Softail,BBC Merc Springer,Softail Style,90/80-21 ,250/80-18 ,Single disc. 4-piston calipers,,Single disc. 4-piston caliper,,"584 mm (23.0 inches) If adjustable, lowest setting.",,2946 mm (116.0 inches),,,2235 mm (88.0 inches),22.23 litres (5.87 US gallons),,"Gross Black, satin black, charcoal metallic, silver metallic, black cherry, candy red metallic, firecracker red, orange pearl, electric blue.",,,317.5 kg (700.0 pounds),5-Speed Left-Side Drive Polished TransMision.,,,0.2992 HP/kg,S and S high volume oil pump,Chrome Tuned Exhaust,,,76 mm (3.0 inches),76 mm (3.0 inches),48.0°,95 mm (3.8 inches),,,4.70 litres (4.97 US quarts),,,,,,,,,,,,,,,,,,,,,,,,
Azel Sweet 125,2010,Scooter,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,123.6 ccm (7.54 cubic inches),"Single cylinder, four-stroke",8.5 HP (6.2  kW)),9.2 Nm (0.9 kgf-m or 6.8 ft.lbs) @ 6000 RPM,,,Carburettor,,CDI,Air,Automatic,Chain   (final drive),,,,2.50-17 ,2.75-17 ,Single disc,,Single disc,,,1093 mm (43.0 inches),1982 mm (78.0 inches),705 mm (27.8 inches),,1230 mm (48.4 inches),,,Gray,Electric & kick,Automatic,101.0 kg (222.7 pounds),,,,0.0842 HP/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhino Hunter S FLM-001,2010,Custom / cruiser,Do you know this bike?Click here to rate it. We miss 1 vote to show the rating.,250.0 ccm (15.26 cubic inches),"V2, four-stroke",17.0 HP (12.4  kW)) @ 8000 RPM,,,,Carburettor. Mikuni,,CDI,Air,5-speed,Chain   (final drive),Softail Single Downtube,"41mm Forks, triple tree",,200/50-18 ,90/90-21 ,Single disc,,Single disc,,"660 mm (26.0 inches) If adjustable, lowest setting.",,,,,1778 mm (70.0 inches),14.38 litres (3.80 US gallons),,Midnight Sapphire/silver. Tribal flame design.,,Wet and Multiple,190.5 kg (420.0 pounds),"Triple Tree: 41mm Wide Glide, 5´ Rake Triple Tree, Hidden Fork Stops
Bars, 1´ OD Pullback Risers. Various options.",,,0.0892 HP/kg,"Pressure Splashed, Rotot Cycloid",2 OD Double Chopper Custom Exhausts,,,,,38.0°,,,,1.30 litres (1.37 US quarts),,,,,,,,,,,,,,,,,,,,,,,,
Kasinski Mirage 250 EFI,2010,Custom / cruiser," 3.7  See the detailed rating of design and look, maintenance cost, engine performance, etc. Compare with any other bike.",249.0 ccm (15.19 cubic inches),"V2, four-stroke",27.8 HP (20.3  kW)) @ 10000 RPM,,,,Injection,,ECU,Oil & air,5-speed,,,Telescopic fork,Swing Arm. Dual shocks.,110/90-16 ,150/80-M15 ,Single disc,,Expanding brake (drum brake),,"700 mm (27.6 inches) If adjustable, lowest setting.",1090 mm (42.9 inches),2270 mm (89.4 inches),800 mm (31.5 inches),155 mm (6.1 inches),1500 mm (59.1 inches),14.00 litres (3.70 US gallons),,"Grey/black, black/burgundy, black",Electric,Wet Multi-Plate,169.0 kg (372.6 pounds),Brazilian brand.,,,0.1645 HP/kg,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot XP6 Track,2010,Enduro / offroad," 3.1  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",49.7 ccm (3.03 cubic inches),"Single cylinder, two-stroke",1.9 HP (1.4  kW)),,,,Carburettor,,,Liquid,6-speed,Chain   (final drive),,Paioli telescopic fork,Monoshock,80/90-21 ,110/80-18 ,Single disc,180 mm (7.1 inches),Single disc,,"905 mm (35.6 inches) If adjustable, lowest setting.",1170 mm (46.1 inches),1970 mm (77.6 inches),750 mm (29.5 inches),,1283 mm (50.5 inches),6.00 litres (1.59 US gallons),,"Orange, blue",Kick,,83.0 kg (183.0 pounds),,,,0.0229 HP/kg,,Euro 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rieju e-Bicy Folding,2010,Allround," 3.2  Check out the detailed rating of reliability, maintenance costs, value for money, etc. Compare with any other motorcycle.",,Electric,,,,,,,,,7-speed,Chain   (final drive),,Hydraulic,None,1.75-20 ,1.75-20 ,Single disc,,Single disc,,"850 mm (33.5 inches) If adjustable, lowest setting.",,,,,1050 mm (41.3 inches),,,Silver,Electric,,24.6 kg (54.2 pounds),"Combined bicycle and electric bike. Foldable. Engine 36V and 10A. Brushless 250W. Battery: Lithium 250w 36V. Range 30-50 km.
",,,,,-,,,,,,,,"1,020 mm (40.2 inches) If adjustable, highest setting.",,,,,,,,,,,,,,,,,,,,,,,,,
Dafier Crazy 50,2010,Scooter," 2.8  View the detailed rating of value for money, design and look, reliability, etc. Compare with any other bike.",49.2 ccm (3.00 cubic inches),"Single cylinder, two-stroke",4.3 HP (3.1  kW)) @ 8000 RPM,,7.0:1,40.0 x 39.2 mm (1.6 x 1.5 inches),Carburettor,,CDI,Air,Automatic,,,,,120/70-12 ,130/70-12 ,Single disc,,Expanding brake (drum brake),,,1035 mm (40.7 inches),1860 mm (73.2 inches),740 mm (29.1 inches),90 mm (3.5 inches),1295 mm (51.0 inches),4.50 litres (1.19 US gallons),,"White, red, brown, balck",Electric & kick,,90.0 kg (198.4 pounds),Chinese scooter.,2.00 litres/100 km (50.0 km/l or 117.61 mpg),46.4 CO2 g/km. (CO2 - Carbon dioxide emission) ,0.0477 HP/kg,,,45.0 km/h (28.0 mph),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hero Honda Passion Pro,2010,Sport," 3.3  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",97.5 ccm (5.95 cubic inches),"Single cylinder, four-stroke",7.4 HP (5.4  kW)) @ 7500 RPM,8.0 Nm (0.8 kgf-m or 5.9 ft.lbs) @ 4500 RPM,9.0:1,50.0 x 49.5 mm (2.0 x 1.9 inches),Carburettor,Overhead Cams (OHC),Digital CDI,Air,4-speed,Chain   (final drive),,Telescopic,Swing arm,2.75-18 ,3.00-18 ,Expanding brake (drum brake). Optional disk brake,130 mm (5.1 inches),Expanding brake (drum brake),130.0 kg (286.6 pounds),,1060 mm (41.7 inches),1980 mm (78.0 inches),720 mm (28.3 inches),159 mm (6.3 inches),1235 mm (48.6 inches),12.80 litres (3.38 US gallons),1.00 litres (0.26 US gallons),"Green, blue, red, black, silver",Electric & kick,"Multiplate, wet",119.0 kg (262.4 pounds),Optionally without electric start.,,,0.0619 HP/kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bajaj Platina 125 DTS-Si,2010,Classic," 2.5  See the detailed rating of design and look, engine performance, reliability, fun-factor, etc. Compare with any other bike.",124.6 ccm (7.60 cubic inches),"Single cylinder, four-stroke",9.5 HP (6.9  kW)) @ 6700 RPM,10.9 Nm (1.1 kgf-m or 8.0 ft.lbs) @ 5000 RPM,,,,,Digital CDI  and  TRICS III,Air,,Chain   (final drive),,"Hydraulic, Telescopic Type","Hydraulic, SNS Type",2.75-17 ,3.00-17 ,Expanding brake (drum brake),110 mm (4.3 inches),Expanding brake (drum brake),113.0 kg (249.1 pounds),,1090 mm (42.9 inches),1990 mm (78.3 inches),770 mm (30.3 inches),,1275 mm (50.2 inches),13.00 litres (3.43 US gallons),2.00 litres (0.53 US gallons),"Red, blue, grey, black",Electric,,,Bike made in India.,,,,,,,,125 mm (4.9 inches),100 mm (3.9 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamaha YZ125,2010,Cross / motocross," 2.7  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",124.0 ccm (7.57 cubic inches),"Single cylinder, two-stroke",,,8.6:1,54.0 x 54.5 mm (2.1 x 2.1 inches),Carburettor. Mikuni® TMX 38,,CDI,Liquid,6-speed,Chain   (final drive),,Speed-sensitive system inverted fork,Fully adjustable single shock,80/100-M21 ,100/90-M19 ,Single disc,245 mm (9.6 inches),Single disc,94.3 kg (208.0 pounds),"998 mm (39.3 inches) If adjustable, lowest setting.",1316 mm (51.8 inches),2136 mm (84.1 inches),828 mm (32.6 inches),386 mm (15.2 inches),1443 mm (56.8 inches),7.94 litres (2.10 US gallons),,Team Yamaha Blue/White,,,,,,,,,,,,300 mm (11.8 inches),315 mm (12.4 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMC Choppers Hooligan 541,2010,Custom / cruiser,Do you know this bike?Click here to rate it. We miss 1 vote to show the rating.,1442.2 ccm (88.00 cubic inches),"V2, four-stroke",,,,,Carburettor,Overhead Cams (OHC),,,5-speed,,,41 mm wide glide fork,,90/90-21 ,200/50-18 ,"Single disc. Bremo, 4-piston caliper",292 mm (11.5 inches),"Single disc. Bremo, 2-piston caliper",,,,,,,,12.86 litres (3.40 US gallons),,Custom colors and graphics,Electric,,,Rev Tech natural finish engine.,,,,,Kerker 2 into 1,,,,,32.0°,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda Metropolitan,2010,Scooter," 2.7  View the detailed rating of value for money, design and look, reliability, etc. Compare with any other bike.",49.0 ccm (2.99 cubic inches),"Single cylinder, four-stroke",,,,,Carburettor. 18mm CV with automatic choke,,CDI,Liquid,Automatic,Belt   (final drive),Twin-downtube fork; 1.9 inches travel,Twin-downtube fork,Single shock,90/90-10 ,90/90-10 ,Expanding brake (drum brake),,Expanding brake (drum brake),79.8 kg (176.0 pounds),"719 mm (28.3 inches) If adjustable, lowest setting.",,,,,1191 mm (46.9 inches),4.99 litres (1.32 US gallons),,"Ocean, Ghost, Monza, Graphite",,,18.0 kg (39.7 pounds),Model ID: CHF50,,,,,,,,48 mm (1.9 inches),66 mm (2.6 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuki 250 TR,2010,Enduro / offroad," 2.9  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",249.2 ccm (15.21 cubic inches),"Single cylinder, four-stroke",16.8 HP (12.2  kW)) @ 7500 RPM,18.2 Nm (1.9 kgf-m or 13.4 ft.lbs) @ 5500 RPM,,72.0 x 61.2 mm (2.8 x 2.4 inches),Carburettor,Overhead Cams (OHC),CDI,Liquid,,Chain   (final drive),,,,90/90-18 ,130/90-16 ,Double disc,,Single disc,148.0 kg (326.3 pounds),,,2200 mm (86.6 inches),,,1440 mm (56.7 inches),11.00 litres (2.91 US gallons),,Red,Electric,,,Yuki is sold in The Czech Republic and The Slovak Republic. ,3.50 litres/100 km (28.6 km/l or 67.21 mpg),81.2 CO2 g/km. (CO2 - Carbon dioxide emission) ,,Pressure lubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
